144,9,5
251,15,1
56,384,4
144,41,2
12,378,5
75,76,2
133,95,3
208,371,4
102,246,5
295,356,4
161,262,2
43,93,5
132,77,5
164,94,2
211,32,4
310,105,2
12,57,1
50,315,1
316,305,5
17,25,2
285,373,2
81,361,3
141,367,1
98,73,3
263,277,2
69,0,5
246,353,4
228,368,5
42,327,5
46,301,2
20,379,1
295,183,3
36,367,2
188,175,4
316,185,5
249,296,2
283,379,3
181,162,1
236,267,5
214,5,1
158,250,5
174,112,1
259,330,5
56,172,1
254,339,1
101,52,4
216,402,5
38,13,3
275,63,2
64,165,3
71,245,5
113,375,2
3,75,4
81,320,3
169,278,3
48,32,2
123,394,1
245,330,4
37,74,5
139,191,2
293,362,2
122,350,2
24,26,3
324,410,5
142,76,4
278,89,1
278,38,1
104,214,4
316,246,4
292,141,5
23,126,2
149,26,3
58,319,3
105,103,1
118,57,5
28,92,1
149,181,2
23,130,4
197,236,4
103,301,2
95,64,2
294,52,4
14,18,4
25,356,4
44,5,1
285,245,3
225,363,5
274,229,5
8,343,2
74,321,2
101,112,1
243,153,1
107,79,2
144,208,1
269,368,5
168,345,3
33,61,5
69,229,4
211,194,3
53,367,1
198,167,1
258,249,2
260,381,3
222,101,3
181,209,3
64,37,1
160,104,3
260,157,2
0,323,1
64,275,4
257,163,2
224,50,5
162,329,5
99,322,5
113,80,4
181,263,3
315,364,5
264,64,3
87,412,2
105,277,4
318,162,4
280,353,2
77,251,1
24,100,4
43,292,3
23,251,2
40,247,3
146,349,3
133,191,5
96,401,1
69,309,3
94,178,5
320,123,3
162,410,5
62,125,3
198,37,5
307,345,5
215,0,5
66,2,2
9,325,2
232,323,5
102,251,5
312,298,3
278,371,1
148,135,1
259,273,5
143,241,1
65,15,5
65,271,4
182,273,4
225,69,1
30,289,3
7,164,3
13,126,5
142,7,2
155,155,5
265,110,5
69,132,2
280,348,4
94,127,1
8,94,4
73,77,1
142,120,5
18,338,4
263,356,1
213,227,4
151,366,1
299,343,4
152,216,4
292,292,5
77,253,3
95,279,5
205,125,5
281,402,2
286,345,3
151,345,5
293,68,1
5,318,2
309,355,4
267,44,5
134,243,5
202,185,4
205,417,5
16,150,2
37,115,5
160,130,2
71,164,1
80,2,5
41,28,1
279,90,2
21,239,5
118,253,3
217,201,4
149,367,2
95,163,1
186,2,1
127,169,1
118,326,3
315,31,3
112,191,2
49,300,1
192,347,3
175,53,2
154,270,3
105,356,1
243,179,2
189,196,5
272,181,3
20,206,5
52,13,4
200,93,5
117,108,3
239,239,3
119,354,4
27,340,4
3,45,3
279,191,5
107,135,3
152,352,1
233,370,3
249,286,3
219,125,1
174,52,2
93,226,2
83,5,2
51,123,4
132,261,4
237,331,3
118,397,2
121,90,3
283,155,3
94,38,4
282,38,2
281,415,4
314,75,1
24,326,1
6,75,2
265,148,3
125,231,1
100,232,2
116,287,5
178,236,3
251,194,3
295,31,4
291,208,1
278,236,4
316,339,3
56,371,2
241,37,3
84,277,5
47,258,5
57,345,3
66,196,4
196,20,2
290,248,5
48,96,4
222,158,1
255,145,5
161,232,5
43,220,3
84,187,4
31,320,5
239,330,3
306,336,4
112,156,2
202,75,4
143,290,1
127,178,2
73,275,4
23,386,3
112,95,2
91,394,2
89,261,3
315,52,1
130,41,1
93,179,5
189,306,3
302,220,2
214,35,5
179,378,1
232,295,4
21,160,3
53,287,3
78,112,1
222,295,1
20,369,5
133,156,3
120,36,5
151,340,2
148,46,1
269,200,5
312,56,4
50,95,1
143,350,2
284,3,1
215,275,4
99,246,1
48,334,4
306,82,3
306,351,5
52,190,5
62,316,2
71,330,2
109,161,3
316,189,5
205,391,2
99,109,1
105,5,4
261,125,4
221,244,1
146,41,5
277,403,2
27,216,2
262,25,2
153,123,4
55,136,5
19,36,5
241,300,2
269,333,4
25,289,2
308,75,3
179,403,3
84,71,3
183,371,5
186,10,4
162,179,5
29,371,2
67,178,1
190,45,4
265,354,1
196,371,5
25,115,4
23,83,3
92,154,4
211,277,4
48,268,4
13,284,3
75,320,5
75,143,5
236,187,5
233,44,1
14,83,2
320,319,1
257,352,4
80,345,1
153,326,5
302,246,3
214,277,4
264,263,4
2,265,3
178,124,2
258,343,2
135,231,3
263,103,5
104,238,1
206,102,1
208,60,1
228,309,2
17,246,5
27,386,4
308,2,4
12,194,5
318,189,1
76,205,4
129,20,2
215,314,5
161,411,5
222,145,3
223,393,3
47,56,3
296,360,1
131,398,1
190,18,2
123,77,4
309,345,2
235,163,2
314,185,2
199,369,1
22,277,4
319,21,4
88,395,4
305,2,4
25,188,2
112,6,5
99,151,2
183,275,3
37,22,4
212,394,4
209,388,3
261,373,2
226,396,5
323,305,4
289,377,3
164,66,2
131,52,5
224,22,5
290,261,1
93,25,3
78,241,5
297,86,5
274,172,5
111,333,5
272,159,2
270,204,4
29,137,5
140,369,2
43,88,5
39,25,5
4,92,5
53,297,5
50,51,5
269,160,3
32,147,3
262,91,3
105,35,1
266,243,1
6,209,5
153,364,5
8,326,5
309,214,1
144,410,4
99,264,1
114,61,1
129,148,4
257,372,1
58,94,5
220,1,5
136,176,3
153,319,5
232,6,4
293,35,1
165,158,1
203,34,2
18,352,5
207,116,4
299,293,1
164,327,4
290,399,4
113,12,1
104,272,2
24,265,3
49,220,1
293,393,3
193,414,1
243,410,5
311,186,4
89,81,2
52,278,2
215,84,5
103,154,4
72,52,1
230,262,2
222,23,3
26,125,4
71,185,4
94,318,3
62,137,5
128,158,3
207,94,1
25,51,3
281,289,2
45,409,5
206,220,1
198,122,2
11,353,3
274,12,4
287,310,1
111,19,4
40,301,3
107,403,4
165,147,3
286,234,2
15,271,1
267,20,5
125,400,3
58,38,3
266,161,5
255,95,3
251,32,2
241,238,1
179,360,1
104,181,4
315,258,3
123,55,1
49,282,2
255,115,1
18,19,5
134,195,4
245,350,5
1,38,4
274,69,5
89,16,4
221,297,1
189,378,3
193,242,5
127,363,3
116,21,2
143,73,5
149,159,4
185,24,2
302,251,5
270,24,3
138,305,2
289,323,1
299,193,1
256,347,1
288,332,2
163,185,1
19,274,2
34,151,2
3,2,4
119,181,1
251,60,3
215,333,2
200,308,1
281,88,3
211,71,2
152,158,3
264,189,5
143,348,4
264,146,3
202,196,4
90,257,2
228,413,1
76,417,4
94,207,5
315,314,2
303,186,4
60,164,3
1,190,3
314,162,5
213,110,4
314,304,4
63,143,1
135,167,1
226,83,1
224,296,4
76,416,3
239,185,2
198,339,4
149,9,1
51,374,4
118,417,3
220,243,2
129,339,4
7,128,4
19,199,3
320,190,5
180,340,3
13,172,3
165,154,1
202,304,1
252,315,4
133,217,3
69,45,5
187,170,3
278,384,2
141,12,2
22,146,1
161,369,2
138,36,3
296,221,2
149,129,3
97,84,3
283,206,1
196,156,4
91,357,3
290,194,3
131,348,4
188,243,3
203,142,4
105,253,2
35,140,1
260,32,3
100,18,2
299,116,1
285,19,1
118,158,2
262,119,4
208,104,2
3,208,4
40,216,5
251,277,2
193,6,4
75,221,2
209,126,2
154,99,3
203,11,4
59,38,2
25,194,3
11,91,2
269,142,1
109,35,4
272,397,2
227,326,4
67,339,1
51,314,4
201,38,5
266,1,1
205,194,4
235,52,3
25,7,5
81,6,2
277,76,2
209,45,3
17,253,1
78,336,2
14,363,3
171,68,5
114,98,5
31,230,5
190,25,4
213,262,5
33,85,1
117,158,4
236,167,2
44,412,1
274,133,5
238,4,1
172,165,3
319,62,5
104,52,5
321,214,5
66,28,4
293,40,4
135,260,2
169,377,1
199,77,2
53,162,1
296,143,2
63,181,3
224,16,4
305,276,1
124,324,5
253,92,2
130,236,2
62,380,5
152,301,1
124,136,3
186,182,1
159,241,2
14,319,5
293,36,4
209,253,1
309,303,3
224,287,4
111,169,2
127,81,5
86,333,5
324,20,4
271,353,1
171,359,3
266,398,2
69,84,1
28,46,5
191,371,5
21,79,2
98,372,4
240,83,1
113,141,5
163,49,5
230,307,2
267,95,4
22,183,1
273,110,5
225,387,3
129,165,3
97,288,4
283,76,1
145,362,3
273,234,4
125,84,4
17,131,2
43,395,4
284,402,5
226,339,5
210,232,3
58,279,2
234,1,1
272,186,4
209,368,1
146,92,4
97,1,3
135,352,4
312,386,2
2,295,2
314,89,3
189,414,4
250,272,4
232,347,2
60,362,1
74,417,4
222,198,3
177,386,2
309,331,3
228,236,1
207,163,5
105,294,3
101,410,3
109,169,1
115,305,3
239,164,3
27,413,2
7,73,1
296,117,4
128,213,4
193,403,3
32,226,2
64,339,3
52,391,5
87,241,5
14,94,5
288,358,1
116,296,2
80,121,5
256,373,4
113,45,5
235,314,5
324,353,4
190,66,3
233,245,1
189,355,2
276,303,4
243,41,1
272,283,4
169,411,5
202,406,1
271,345,4
185,355,1
4,45,2
179,355,5
261,412,4
301,414,5
183,71,5
102,91,3
76,233,5
174,131,4
171,171,2
317,331,2
267,39,5
74,233,3
161,206,3
213,43,3
162,286,2
22,356,4
151,269,2
42,92,2
255,220,4
78,8,5
260,94,4
103,235,2
163,198,1
98,370,3
131,14,3
31,125,4
305,403,3
283,169,3
150,62,5
188,56,4
74,133,2
35,62,2
302,37,5
232,254,1
136,143,5
229,20,2
218,169,4
304,370,2
114,0,4
216,256,5
291,286,3
252,57,1
234,312,1
20,76,4
68,165,1
159,155,4
24,129,5
151,168,1
212,27,2
258,65,1
306,52,2
73,148,5
3,236,3
211,104,1
203,324,4
158,205,3
114,291,1
104,153,3
211,159,2
203,89,2
201,121,2
309,18,4
133,159,4
221,296,5
202,163,5
199,76,1
144,222,1
221,122,3
35,357,4
195,102,1
253,137,4
250,214,4
32,95,4
79,129,3
54,245,2
239,198,3
278,138,1
161,379,2
320,364,2
170,213,1
171,414,5
251,371,3
254,386,2
185,302,2
159,335,5
23,14,3
133,107,2
30,118,4
166,119,5
53,2,4
314,114,4
233,375,2
192,20,1
33,125,4
43,383,1
324,315,4
67,77,4
129,167,2
165,13,5
59,318,5
100,25,3
196,275,5
27,54,4
201,316,3
215,259,2
82,119,3
134,243,3
154,178,3
98,43,3
86,214,1
72,151,2
95,116,4
109,134,3
278,390,1
123,209,3
59,63,1
85,398,3
210,206,4
40,226,1
300,89,3
320,255,3
101,39,3
284,142,2
295,107,3
243,9,3
262,246,2
262,251,5
153,258,1
167,79,5
59,272,1
204,389,1
9,0,2
164,232,1
307,254,5
237,174,2
247,343,5
315,123,5
162,282,2
255,266,1
9,229,3
53,19,5
227,218,4
138,247,1
21,18,4
166,143,4
242,171,1
259,241,5
306,192,2
271,305,5
48,87,4
51,255,5
320,163,1
120,267,1
173,13,4
97,193,1
81,46,2
124,141,4
256,19,1
153,374,3
45,159,1
126,385,3
46,329,2
309,377,2
12,120,2
306,150,1
102,253,1
224,37,4
307,41,5
220,205,4
75,117,2
28,111,2
113,133,5
179,152,2
61,38,1
154,32,5
210,10,4
128,350,2
205,115,4
68,286,1
228,345,5
139,159,3
164,13,5
234,131,4
174,317,4
265,410,5
67,357,1
129,175,3
42,94,1
142,115,1
233,85,5
219,74,4
222,192,5
46,209,4
155,232,5
156,288,1
61,363,4
221,90,1
108,227,4
226,184,4
235,123,5
270,239,5
170,317,3
123,44,1
122,405,1
302,238,1
189,242,4
39,232,4
291,343,2
14,39,2
266,249,2
314,332,5
239,282,5
256,28,1
154,358,3
284,391,5
239,104,3
296,367,3
229,156,1
142,188,4
87,332,3
4,235,1
155,73,3
177,372,4
323,414,2
155,206,5
208,32,1
288,231,3
315,338,5
281,251,4
159,167,2
259,353,3
157,211,1
193,378,1
4,234,2
281,33,4
23,317,4
279,217,3
137,236,4
299,368,5
153,52,1
107,279,3
4,327,1
234,149,1
314,295,3
270,151,2
66,391,5
102,110,1
189,24,4
70,139,2
162,191,3
27,165,1
95,254,5
154,92,3
234,169,4
251,0,2
235,319,3
171,317,5
48,262,4
283,232,3
18,33,1
62,15,3
21,402,3
123,23,1
305,158,3
222,337,1
20,21,1
203,136,1
30,83,5
225,172,3
136,301,4
102,53,1
212,332,1
168,300,3
78,165,4
207,229,1
262,131,2
268,400,3
135,313,3
151,88,3
65,345,1
230,254,4
2,172,2
249,113,3
3,348,2
259,348,3
259,73,3
164,234,3
156,364,1
27,298,1
288,318,2
247,205,3
255,358,1
73,178,1
127,367,1
146,132,2
26,158,5
292,376,2
284,89,3
179,202,4
234,274,2
113,69,5
93,21,4
211,16,4
20,62,1
290,211,4
73,357,5
103,172,5
103,417,1
60,63,5
265,181,4
71,61,1
26,22,3
293,63,4
26,120,1
227,166,5
229,318,2
117,317,4
38,94,1
106,110,2
144,411,1
178,417,1
233,167,5
213,234,1
322,26,1
288,87,3
89,27,3
93,296,5
29,63,5
46,252,5
75,360,5
58,33,5
306,275,4
7,363,3
271,58,3
224,143,4
172,248,4
223,393,4
270,331,1
91,175,5
237,256,2
221,222,3
303,246,1
32,27,2
225,126,1
293,271,2
178,205,3
58,363,2
209,284,1
151,369,4
54,154,1
107,387,1
148,6,2
11,192,2
127,38,4
215,325,3
165,160,1
21,325,4
154,101,3
214,28,5
31,158,2
131,289,4
67,237,5
46,328,5
65,51,1
291,153,3
322,0,4
127,190,5
46,189,5
109,84,3
171,302,1
135,223,4
186,263,5
278,154,5
110,326,2
58,110,1
107,332,1
203,399,3
170,87,5
280,350,1
62,300,3
234,199,1
60,36,2
259,350,4
144,329,4
59,127,5
238,55,3
51,163,4
115,412,4
157,31,3
266,197,4
179,204,5
272,288,4
147,61,3
317,370,1
31,37,3
291,41,5
233,0,5
150,10,3
250,124,5
156,36,1
12,239,2
92,293,5
155,379,3
286,190,2
295,254,3
33,369,1
202,162,3
302,109,2
58,18,5
117,356,3
161,10,1
